rank,source_cv_set,source_cv_summary_csv,model_id,source_model,source_point_profile,active_surface_basis_kind,source_count,basis_count,juan_recommendation_status,juan_recommendation_reason,juan_cv_side_worst_fold_rms_db_300_1200,juan_in_sample_side_worst_norm_rms_db_300_1200,juan_in_sample_side_worst_abs_rms_db_300_1200,juan_in_sample_side_worst_phase_rms_deg_300_1200,source_offplane_case,source_offplane_z_offset_rms_db_70_90,source_offplane_z_offset_max_abs_db_70_90,source_offplane_spread_rms_db_70_90,source_offplane_spread_max_abs_db_70_90,source_offplane_spread_basis,source_offplane_spread_reference_case,source_offplane_eligible_reference_count,source_offplane_eligible_surface_max_abs_db_70_90,source_offplane_eligible_surface_max_abs_freq_hz_70_90,source_offplane_eligible_surface_max_abs_angle_deg_70_90,source_offplane_eligible_surface_low_case_70_90,source_offplane_eligible_surface_high_case_70_90,source_offplane_interpretation,stored_bem_label,stored_bem_evidence_scope,stored_bem_validation_hdf5,stored_bem_validation_driver,stored_bem_target_acceptance_status,stored_bem_target_kind,stored_bem_validation_hypothesis,stored_bem_target_published_explorer_match,stored_bem_acceptance_status,stored_bem_coverage_status,stored_bem_timing_status,stored_bem_shape_status,stored_bem_mesh_convergence_status,stored_bem_norm_rms_db_300_1200,stored_bem_through60_rms_db_300_1200,stored_bem_through80_rms_db_300_1200,stored_bem_worst_error_db_300_1200,stored_bem_worst_error_freq_hz_300_1200,stored_bem_worst_error_angle_deg_300_1200,andres_published_parity_bem_label,andres_published_parity_bem_evidence_scope,andres_published_parity_bem_validation_hdf5,andres_published_parity_bem_target_acceptance_status,andres_published_parity_bem_target_published_explorer_match,andres_published_parity_bem_acceptance_status,andres_published_parity_bem_coverage_status,andres_published_parity_bem_shape_status,andres_published_parity_bem_mesh_convergence_status,andres_published_parity_bem_source_offplane_gate_status,andres_published_parity_bem_passive_geometry_gate_status,andres_published_parity_bem_norm_rms_db_300_1200,andres_published_parity_bem_through80_rms_db_300_1200,andres_published_parity_bem_worst_error_db_300_1200,andres_published_parity_bem_worst_error_freq_hz_300_1200,andres_published_parity_bem_worst_error_angle_deg_300_1200,decision_status,decision_reason
6,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-full-coupled-dipole-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 7.419 dB exceeds 3.000 dB.,5.116826447996921,7.4191818600825945,7.2320211522107725,55.566444680029626,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 7.419 dB exceeds 3.000 dB.
7,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.299 dB exceeds 3.000 dB.,5.287309490844843,4.298861722140061,4.099853647900189,66.33998610836349,physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,0.180969671208584,0.3901362690234791,16.099131476310088,31.906215701905694,source_cv_recommended_juan_only,profile-ring-full-svd,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06`; z=0 to UM-height normalized-polar change is 0.181 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full-svd`) is 16.099 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.299 dB exceeds 3.000 dB.
8,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.307 dB exceeds 3.000 dB.,5.364015897018615,4.306781816416818,4.102812335385803,65.74440743689156,physical-diaphragm-compact-coupled-dipole-az24-q3-reg3e-06,0.17934292063594276,0.38453683133565875,15.948972563652866,31.557209314136983,source_cv_recommended_juan_only,profile-ring-full-svd,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-dipole-az24-q3-reg3e-06`; z=0 to UM-height normalized-polar change is 0.179 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full-svd`) is 15.949 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.307 dB exceeds 3.000 dB.
9,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.216 dB exceeds 3.000 dB.,5.407348635784062,4.216117680694408,5.61184996984058,68.8387594969572,physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,0.08941048129748536,0.3234505697981902,13.412692952553305,31.13934168716243,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.089 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.413 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.216 dB exceeds 3.000 dB.
10,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.286 dB exceeds 3.000 dB.,5.569301180200011,4.286161230618588,5.753708572461752,69.51404336116843,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,0.10262724134267358,0.5235444001144955,13.444576202791925,30.965037516402482,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.103 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.445 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.286 dB exceeds 3.000 dB.
11,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06-svd1e-05,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.286 dB exceeds 3.000 dB.,5.569301180231152,4.286161230616814,5.753708572457301,69.51404336123969,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06-svd1e-05,0.10262724134748327,0.5235444001773644,13.444576202783194,30.965037516442322,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06-svd1e-05`; z=0 to UM-height normalized-polar change is 0.103 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.445 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.286 dB exceeds 3.000 dB.
12,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m3-az16-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.854 dB exceeds 3.000 dB.,5.690714270422657,4.853807796765841,4.637372668930855,68.09658954077932,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.854 dB exceeds 3.000 dB.
13,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m3-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.961 dB exceeds 3.000 dB.,5.850096053827682,4.9610588738599315,4.725267377174436,68.06918409299628,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.961 dB exceeds 3.000 dB.
14,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.086 dB exceeds 3.000 dB.,5.8582016373377215,5.085809903924154,4.261498438077438,69.40584065996006,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.086 dB exceeds 3.000 dB.
15,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m2-az16-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.087 dB exceeds 3.000 dB.,5.859166104606899,5.086646297680157,4.255843480593575,69.40178053378237,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.087 dB exceeds 3.000 dB.
16,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m2-az24-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.210 dB exceeds 3.000 dB.,5.993496742553183,5.2103154720321285,4.328555015751595,69.50741943924315,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.210 dB exceeds 3.000 dB.
17,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m2-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.211 dB exceeds 3.000 dB.,5.994608886032425,5.211275906090992,4.321869916081635,69.5026825641751,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.211 dB exceeds 3.000 dB.
18,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m3-az24-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.300 dB exceeds 3.000 dB.,6.093710877040153,4.300295564137555,6.278021276080635,78.90558101862479,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.300 dB exceeds 3.000 dB.
19,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az24-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.679 dB exceeds 3.000 dB.,6.134667706355968,4.679227627592187,4.389060587734666,61.127123902981,physical-diaphragm-compact-coupled-dipole-az24-q3-reg1e-06,0.161579156062992,0.3783754003966422,13.864694713987186,27.285360980392376,source_cv_recommended_juan_only,profile-ring-full-svd,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-dipole-az24-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.162 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full-svd`) is 13.865 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.679 dB exceeds 3.000 dB.
20,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.422 dB exceeds 3.000 dB.,6.281646521296223,4.422437033652596,6.374259813426192,78.88860747610723,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.422 dB exceeds 3.000 dB.
21,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m3-az16-q3-reg1e-06-svd1e-05,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.422 dB exceeds 3.000 dB.,6.281646521342332,4.422437033660454,6.3742598134320145,78.88860747610252,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.422 dB exceeds 3.000 dB.
22,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.636 dB exceeds 3.000 dB.,6.348297157394122,4.6363528231612845,4.336472363889074,61.88075441656464,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,0.16389571175040255,0.3760673979733653,14.091132835846922,27.43494396901093,source_cv_recommended_juan_only,profile-ring-full-svd,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.164 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full-svd`) is 14.091 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.636 dB exceeds 3.000 dB.
23,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-full-coupled-dipole-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.732 dB exceeds 3.000 dB.,6.5884271727823664,5.73192301291528,4.806466386384977,70.94840740048916,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.732 dB exceeds 3.000 dB.
24,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-full-coupled-measured-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 6.615 dB exceeds 3.000 dB.,6.68641749006027,6.615398905288714,7.606632626476626,91.80535213780502,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 6.615 dB exceeds 3.000 dB.
25,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.545 dB exceeds 3.000 dB.,7.38316727661879,5.544733914853424,6.990321021049183,73.2520852311041,physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,0.1315693226929021,0.6932175610416706,14.054261527993976,29.74748372273997,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06`; z=0 to UM-height normalized-polar change is 0.132 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 14.054 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.545 dB exceeds 3.000 dB.
26,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.786 dB exceeds 3.000 dB.,7.451960767801226,5.7862022062510015,5.350523356841601,67.01254614392656,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.786 dB exceeds 3.000 dB.
27,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.689 dB exceeds 3.000 dB.,7.553361522165562,5.6892458930142915,7.18181591106037,74.09141172615836,physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,0.1175677846752497,0.473839062579934,14.025265425258581,29.480122107679698,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06`; z=0 to UM-height normalized-polar change is 0.118 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 14.025 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.689 dB exceeds 3.000 dB.
28,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-m3-az24-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.899 dB exceeds 3.000 dB.,7.690189373176119,5.899101276415702,5.4486871927025415,66.94086253687621,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.899 dB exceeds 3.000 dB.
29,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m2-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 7.080 dB exceeds 3.000 dB.,7.786709958426927,7.079720949517617,8.147907523659999,90.0689325559663,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 7.080 dB exceeds 3.000 dB.
30,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m2-az24-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 6.993 dB exceeds 3.000 dB.,7.897302179286895,6.993249402844007,8.051779109212946,90.01451934221106,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 6.993 dB exceeds 3.000 dB.
31,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m2-az16-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 7.136 dB exceeds 3.000 dB.,8.156549600166322,7.1359205605553635,8.218420832058033,90.11306098734426,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 7.136 dB exceeds 3.000 dB.
32,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m3-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.782 dB exceeds 3.000 dB.,8.173431742888715,5.7817116603296625,7.442002494635395,79.88974815672606,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.782 dB exceeds 3.000 dB.
